name,locale,lockedTitle,lockedDescription,unlockedTitle,unlockedDescription,flavorText,lockedIcon,unlockedIcon
chal_apprentice,pt-BR,Aprendiz,"Vença uma partida com Aprendiz.",Aprendiz,"Vença uma partida com Aprendiz.",,achievement_locked_chal_apprentice.jpg,achievement_unlocked_chal_apprentice.jpg
chal_apprentice,ru,Ученик,"Победите за персонажа по имени Ученик.",Ученик,"Победите за персонажа по имени Ученик.",,achievement_locked_chal_apprentice.jpg,achievement_unlocked_chal_apprentice.jpg
chal_apprentice,tr,Çaylak,"Çaylak ile bir koşu tamamla",Çaylak,"Çaylak ile bir koşu tamamla",,achievement_locked_chal_apprentice.jpg,achievement_unlocked_chal_apprentice.jpg
chal_apprentice,zh-Hans,学徒,"使用学徒赢一场比赛",学徒,"使用学徒赢一场比赛",,achievement_locked_chal_apprentice.jpg,achievement_unlocked_chal_apprentice.jpg
chal_apprentice,zh-Hant,學徒,"使用學徒贏一場比賽",學徒,"使用學徒贏一場比賽",,achievement_locked_chal_apprentice.jpg,achievement_unlocked_chal_apprentice.jpg
chal_arms_dealer,de,Waffenhändler,"Gewinne eine Runde mit Waffenhändler",Waffenhändler,"Gewinne eine Runde mit Waffenhändler",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,default,Arms Dealer,"Win a run with Arms Dealer",Arms Dealer,"Win a run with Arms Dealer",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,es-ES,Traficante de armas,"Gana una partida con Traficante de armas",Traficante de armas,"Gana una partida con Traficante de armas",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,fr,Marchand d’Armes,"Gagnez une partie avec Marchand d’Armes",Marchand d’Armes,"Gagnez une partie avec Marchand d’Armes",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,it,Mercante d'armi,"Vinci una partita col personaggio Mercante d'armi.",Mercante d'armi,"Vinci una partita col personaggio Mercante d'armi.",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,ja,武器商人,"武器商人 で1回クリアする",武器商人,"武器商人 で1回クリアする",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,ko,무기거래상,"무기거래상와 함께 달리기에서 승리합니다",무기거래상,"무기거래상와 함께 달리기에서 승리합니다",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,pl,Handlarz Bronią,"Wygraj rozgrywkę z: Handlarz Bronią",Handlarz Bronią,"Wygraj rozgrywkę z: Handlarz Bronią",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,pt-BR,Comerciante de Armas,"Vença uma partida com Comerciante de Armas.",Comerciante de Armas,"Vença uma partida com Comerciante de Armas.",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,ru,Торговец оружием,"Победите за персонажа по имени Торговец оружием.",Торговец оружием,"Победите за персонажа по имени Торговец оружием.",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,tr,Silah Satıcısı,"Silah Satıcısı ile bir koşu tamamla",Silah Satıcısı,"Silah Satıcısı ile bir koşu tamamla",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,zh-Hans,军火商,"使用军火商赢一场比赛",军火商,"使用军火商赢一场比赛",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_arms_dealer,zh-Hant,軍火商,"使用軍火商贏一場比賽",軍火商,"使用軍火商贏一場比賽",,achievement_locked_chal_arms_dealer.jpg,achievement_unlocked_chal_arms_dealer.jpg
chal_artificer,de,Werkmeister,"Gewinne eine Runde mit Werkmeister",Werkmeister,"Gewinne eine Runde mit Werkmeister",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,default,Artificer,"Win a run with Artificer",Artificer,"Win a run with Artificer",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,es-ES,Artífice,"Gana una partida con Artífice",Artífice,"Gana una partida con Artífice",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,fr,Artificier,"Gagnez une partie avec Artificier",Artificier,"Gagnez une partie avec Artificier",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,it,Artificiere,"Vinci una partita col personaggio Artificiere.",Artificiere,"Vinci una partita col personaggio Artificiere.",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,ja,技術兵,"技術兵 で1回クリアする",技術兵,"技術兵 で1回クリアする",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,ko,장인,"장인와 함께 달리기에서 승리합니다",장인,"장인와 함께 달리기에서 승리합니다",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,pl,Rzemieślnik,"Wygraj rozgrywkę z: Rzemieślnik",Rzemieślnik,"Wygraj rozgrywkę z: Rzemieślnik",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,pt-BR,Artífice,"Vença uma partida com Artífice.",Artífice,"Vença uma partida com Artífice.",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,ru,Ремесленник,"Победите за персонажа по имени Ремесленник.",Ремесленник,"Победите за персонажа по имени Ремесленник.",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,tr,Zanaatkâr,"Zanaatkâr ile bir koşu tamamla",Zanaatkâr,"Zanaatkâr ile bir koşu tamamla",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,zh-Hans,技工,"使用技工赢一场比赛",技工,"使用技工赢一场比赛",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_artificer,zh-Hant,發明家,"使用發明家贏一場比賽",發明家,"使用發明家贏一場比賽",,achievement_locked_chal_artificer.jpg,achievement_unlocked_chal_artificer.jpg
chal_baby,de,Baby,"Gewinne eine Runde mit Baby",Baby,"Gewinne eine Runde mit Baby",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,default,Baby,"Win a run with Baby",Baby,"Win a run with Baby",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,es-ES,Bebé,"Gana una partida con Bebé",Bebé,"Gana una partida con Bebé",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,fr,Bébé,"Gagnez une partie avec Bébé",Bébé,"Gagnez une partie avec Bébé",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,it,Bebè,"Vinci una partita col personaggio Bebè.",Bebè,"Vinci una partita col personaggio Bebè.",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,ja,ベイビー,"ベイビー で1回クリアする",ベイビー,"ベイビー で1回クリアする",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,ko,아기,"아기와 함께 달리기에서 승리합니다",아기,"아기와 함께 달리기에서 승리합니다",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,pl,Bobo,"Wygraj rozgrywkę z: Bobo",Bobo,"Wygraj rozgrywkę z: Bobo",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,pt-BR,Bebê,"Vença uma partida com Bebê.",Bebê,"Vença uma partida com Bebê.",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,ru,Младенец,"Победите за персонажа по имени Младенец.",Младенец,"Победите за персонажа по имени Младенец.",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,tr,Bebek,"Bebek ile bir koşu tamamla",Bebek,"Bebek ile bir koşu tamamla",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,zh-Hans,宝宝,"使用宝宝赢一场比赛",宝宝,"使用宝宝赢一场比赛",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baby,zh-Hant,小嬰兒,"使用小嬰兒贏一場比賽",小嬰兒,"使用小嬰兒贏一場比賽",,achievement_locked_chal_baby.jpg,achievement_unlocked_chal_baby.jpg
chal_baited,de,Geködert,"Erhalte in einer Runde 2x Köder.",Geködert,"Erhalte in einer Runde 2x Köder.",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,default,Baited,"Get 2 Bait during a run",Baited,"Get 2 Bait during a run",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,es-ES,Atracción,"Consigue 2Cebo durante una partida",Atracción,"Consigue 2Cebo durante una partida",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,fr,Appâté,"Ayez 2 Appât durant une partie",Appâté,"Ayez 2 Appât durant une partie",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,it,Adescamento,"Ottieni Esca x2 durante una partita.",Adescamento,"Ottieni Esca x2 durante una partita.",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,ja,おとり作戦,"1回のラウンド中にルアーフックを 2 個獲得する",おとり作戦,"1回のラウンド中にルアーフックを 2 個獲得する",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,ko,낚임,"한 번의 달리기 동안 미끼 2개를 획득하세요",낚임,"한 번의 달리기 동안 미끼 2개를 획득하세요",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,pl,Zanęcono,"Zdobądź Przynęta x2 w trakcie rozgrywki",Zanęcono,"Zdobądź Przynęta x2 w trakcie rozgrywki",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,pt-BR,Olha a isca,"Colete 2xIsca em uma partida.",Olha a isca,"Colete 2xIsca em uma partida.",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,ru,Наживка,"Наживка: получите 2 в забеге.",Наживка,"Наживка: получите 2 в забеге.",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,tr,Tuzak,"Bir koşu sırasında 2Yem topla",Tuzak,"Bir koşu sırasında 2Yem topla",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,zh-Hans,受骗,"在比赛期间获得2个诱饵",受骗,"在比赛期间获得2个诱饵",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_baited,zh-Hant,上鉤,"比賽期間取得2個誘餌",上鉤,"比賽期間取得2個誘餌",,achievement_locked_chal_baited.jpg,achievement_unlocked_chal_baited.jpg
chal_blood_drinker,de,Bluttrinker,"Erreiche 40 % Lebensraub",Bluttrinker,"Erreiche 40 % Lebensraub",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,default,Blood Drinker,"Reach 40 % Life Steal",Blood Drinker,"Reach 40 % Life Steal",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,es-ES,Chupasangres,"Alcanza el 40 de % de robo de salud",Chupasangres,"Alcanza el 40 de % de robo de salud",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,fr,Buveur de Sang,"Atteignez 40 % Vol de Vie",Buveur de Sang,"Atteignez 40 % Vol de Vie",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,it,Succhiasangue,"Arriva a 40 % di furto vita.",Succhiasangue,"Arriva a 40 % di furto vita.",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,ja,ブラッド・ドリンカー,"40ライフスティール% に達する",ブラッド・ドリンカー,"40ライフスティール% に達する",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,ko,피를 마시는 자,"40 % 생명 훔침에 도달합니다",피를 마시는 자,"40 % 생명 훔침에 도달합니다",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,pl,Pijący krew,"Osiągnij: 40 % wysysanego życia",Pijący krew,"Osiągnij: 40 % wysysanego życia",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,pt-BR,Amante de sangue,"Alcance 40 de % de roubo de vida.",Amante de sangue,"Alcance 40 de % de roubo de vida.",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,ru,Кровопийца,"Повысьте параметр «% кражи жизни» до 40.",Кровопийца,"Повысьте параметр «% кражи жизни» до 40.",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,tr,Kan Emici,"% Can Çalma özelliğini 40 seviyesine getir",Kan Emici,"% Can Çalma özelliğini 40 seviyesine getir",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,zh-Hans,饮血者,"达到40%生命窃取",饮血者,"达到40%生命窃取",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_blood_drinker,zh-Hant,飲血者,"抵達40%生命竊取",飲血者,"抵達40%生命竊取",,achievement_locked_chal_blood_drinker.jpg,achievement_unlocked_chal_blood_drinker.jpg
chal_bourgeoisie,de,Bourgeoisie,"Erhalte 3 Stufe-IV-Waffen gleichzeitig",Bourgeoisie,"Erhalte 3 Stufe-IV-Waffen gleichzeitig",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,default,Bourgeoisie,"Get 3 tier IV weapons at once",Bourgeoisie,"Get 3 tier IV weapons at once",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,es-ES,Burguesía,"Consigue 3 armas de categoría IV a la vez",Burguesía,"Consigue 3 armas de categoría IV a la vez",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,fr,Bourgeoisie,"Ayez 3 armes de grade IV en même temps",Bourgeoisie,"Ayez 3 armes de grade IV en même temps",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,it,Borghesia,"Hai 3 armi di cat. IV in contemporanea.",Borghesia,"Hai 3 armi di cat. IV in contemporanea.",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,ja,ブルジョワ,"ティアIVの武器を一度に 3 個獲得する",ブルジョワ,"ティアIVの武器を一度に 3 個獲得する",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,ko,중산층,"한 번에 IV 등급 무기 3개를 획득하세요",중산층,"한 번에 IV 등급 무기 3개를 획득하세요",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,pl,Burżuazja,"Zdobądź jednocześnie 3 bronie poziomu IV",Burżuazja,"Zdobądź jednocześnie 3 bronie poziomu IV",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,pt-BR,Burguesia,"Tenha 3 armas de grau IV ao mesmo tempo.",Burguesia,"Tenha 3 armas de grau IV ao mesmo tempo.",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,ru,Буржуа,"Имейте сразу 3 ед. оружия класса IV.",Буржуа,"Имейте сразу 3 ед. оружия класса IV.",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,tr,Burjuvazi,"Tek seferde 3 adet seviye IV silah al",Burjuvazi,"Tek seferde 3 adet seviye IV silah al",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,zh-Hans,布尔乔亚,"立即获得3个IV级别的武器",布尔乔亚,"立即获得3个IV级别的武器",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_bourgeoisie,zh-Hant,中產階級,"同時取得3把級別IV的武器",中產階級,"同時取得3把級別IV的武器",,achievement_locked_chal_bourgeoisie.jpg,achievement_unlocked_chal_bourgeoisie.jpg
chal_brawler,de,Raufbold,"Gewinne eine Runde mit Raufbold",Raufbold,"Gewinne eine Runde mit Raufbold",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,default,Brawler,"Win a run with Brawler",Brawler,"Win a run with Brawler",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,es-ES,Luchador,"Gana una partida con Luchador",Luchador,"Gana una partida con Luchador",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,fr,Bagarreur,"Gagnez une partie avec Bagarreur",Bagarreur,"Gagnez une partie avec Bagarreur",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,it,Attaccabrighe,"Vinci una partita col personaggio Attaccabrighe.",Attaccabrighe,"Vinci una partita col personaggio Attaccabrighe.",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,ja,ブロウラー,"ブロウラー で1回クリアする",ブロウラー,"ブロウラー で1回クリアする",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,ko,싸움꾼,"싸움꾼와 함께 달리기에서 승리합니다",싸움꾼,"싸움꾼와 함께 달리기에서 승리합니다",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,pl,Awanturnik,"Wygraj rozgrywkę z: Awanturnik",Awanturnik,"Wygraj rozgrywkę z: Awanturnik",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,pt-BR,Brigão,"Vença uma partida com Brigão.",Brigão,"Vença uma partida com Brigão.",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,ru,Драчун,"Победите за персонажа по имени Драчун.",Драчун,"Победите за персонажа по имени Драчун.",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,tr,Kavgacı,"Kavgacı ile bir koşu tamamla",Kavgacı,"Kavgacı ile bir koşu tamamla",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,zh-Hans,斗士,"使用斗士赢一场比赛",斗士,"使用斗士赢一场比赛",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_brawler,zh-Hant,鬥士,"使用鬥士贏一場比賽",鬥士,"使用鬥士贏一場比賽",,achievement_locked_chal_brawler.jpg,achievement_unlocked_chal_brawler.jpg
chal_bull,de,Stier,"Gewinne eine Runde mit Stier",Stier,"Gewinne eine Runde mit Stier",,achievement_locked_chal_bull.jpg,achievement_unlocked_chal_bull.jpg
chal_bull,default,Bull,"Win a run with Bull",Bull,"Win a run with Bull",,achievement_locked_chal_bull.jpg,achievement_unlocked_chal_bull.jpg
